Date (GMT+2),Solar,"Solar forecast (Day-Ahead, D-1 18:00)"
2024-07-02T19:00+02:00,3922.6,4242.4
2024-07-02T19:15+02:00,3319.1,3465.5
2024-07-02T19:30+02:00,2704.4,2742.5
2024-07-02T19:45+02:00,2140.4,2134.4
2024-07-02T20:00+02:00,1601.5,1543.2
2024-07-02T20:15+02:00,1128.9,1060.8
2024-07-02T20:30+02:00,736,651.9
2024-07-02T20:45+02:00,438.3,340.7
2024-07-02T21:00+02:00,223.8,160
2024-07-02T21:15+02:00,85.8,87.1
2024-07-02T21:30+02:00,18.5,44.7
2024-07-02T21:45+02:00,4.7,21.4
2024-07-02T22:00+02:00,2.8,5
2024-07-02T22:15+02:00,2,0
2024-07-02T22:30+02:00,2.9,0
2024-07-02T22:45+02:00,1.8,0
2024-07-02T23:00+02:00,4.5,0
2024-07-02T23:15+02:00,5.7,0
2024-07-02T23:30+02:00,7,0
2024-07-02T23:45+02:00,8.3,0
2024-07-03T00:00+02:00,6.8,0
2024-07-03T00:15+02:00,6.7,0
2024-07-03T00:30+02:00,6.7,0
2024-07-03T00:45+02:00,6.6,0
2024-07-03T01:00+02:00,4,0
2024-07-03T01:15+02:00,1.7,0
2024-07-03T01:30+02:00,1.2,0
2024-07-03T01:45+02:00,1.1,0
2024-07-03T02:00+02:00,1.2,0
2024-07-03T02:15+02:00,1.2,0
2024-07-03T02:30+02:00,1.2,0
2024-07-03T02:45+02:00,1.2,0
2024-07-03T03:00+02:00,1.3,0
2024-07-03T03:15+02:00,1.4,0
2024-07-03T03:30+02:00,1.4,0
2024-07-03T03:45+02:00,1.4,0
2024-07-03T04:00+02:00,1.2,0
2024-07-03T04:15+02:00,1.2,0
2024-07-03T04:30+02:00,4,0
2024-07-03T04:45+02:00,7.2,10.5
2024-07-03T05:00+02:00,46.3,39.2
2024-07-03T05:15+02:00,140.8,118.5
2024-07-03T05:30+02:00,285.8,243.1
2024-07-03T05:45+02:00,558.2,492.9
2024-07-03T06:00+02:00,1015.5,935.4
2024-07-03T06:15+02:00,1598.2,1631.9
2024-07-03T06:30+02:00,2291.5,2454.9
2024-07-03T06:45+02:00,3139.9,3439.7
2024-07-03T07:00+02:00,4144.6,4508.9
2024-07-03T07:15+02:00,5237.3,5738.6
2024-07-03T07:30+02:00,6479.2,7089.6
2024-07-03T07:45+02:00,7846.2,8505.4
2024-07-03T08:00+02:00,9359.7,9892.7
2024-07-03T08:15+02:00,10866.4,11360.1
2024-07-03T08:30+02:00,12430,12817.7
2024-07-03T08:45+02:00,13888.5,14215.8
2024-07-03T09:00+02:00,15378.6,15532.8
2024-07-03T09:15+02:00,16789.3,16839.9
2024-07-03T09:30+02:00,18107.9,18060.1
2024-07-03T09:45+02:00,19240.6,19156.3
2024-07-03T10:00+02:00,20170.8,20101.9
2024-07-03T10:15+02:00,21006.9,20928.5
2024-07-03T10:30+02:00,21627,21616.8
2024-07-03T10:45+02:00,22047.4,22185.2
2024-07-03T11:00+02:00,22367.5,22632.9
2024-07-03T11:15+02:00,22594.3,23057.3
2024-07-03T11:30+02:00,22612.7,23388.5
2024-07-03T11:45+02:00,22658.4,23642.7
2024-07-03T12:00+02:00,22489.2,23814.9
2024-07-03T12:15+02:00,22374,23894.7
2024-07-03T12:30+02:00,22280.9,23893
2024-07-03T12:45+02:00,21944.3,23828
2024-07-03T13:00+02:00,21845,23656.1
2024-07-03T13:15+02:00,21804.8,23408
2024-07-03T13:30+02:00,21248.5,23075.3
2024-07-03T13:45+02:00,20366.9,22667
2024-07-03T14:00+02:00,19588.5,22099.8
2024-07-03T14:15+02:00,18725.1,21586.1
2024-07-03T14:30+02:00,18081.5,20995.4
2024-07-03T14:45+02:00,17520.8,20335.2
2024-07-03T15:00+02:00,17047.5,19657.5
2024-07-03T15:15+02:00,16588.1,18906.1
2024-07-03T15:30+02:00,15934.3,18085.1
2024-07-03T15:45+02:00,15452.5,17242.2
2024-07-03T16:00+02:00,14785.3,16409.5
2024-07-03T16:15+02:00,14250.1,15536
2024-07-03T16:30+02:00,13572.8,14651.1
2024-07-03T16:45+02:00,12833.2,13742.3
2024-07-03T17:00+02:00,12107.9,12699.8
2024-07-03T17:15+02:00,11349,11679.4
2024-07-03T17:30+02:00,10472.2,10632.4
2024-07-03T17:45+02:00,9659.4,9582.8
2024-07-03T18:00+02:00,8937.1,8534.1
2024-07-03T18:15+02:00,8177.8,7540.8
2024-07-03T18:30+02:00,7170.4,6560.9
2024-07-03T18:45+02:00,6381.2,5625
2024-07-03T19:00+02:00,5472.5,4750.7
2024-07-03T19:15+02:00,4571.3,3910.2
2024-07-03T19:30+02:00,3773.2,3121.4
2024-07-03T19:45+02:00,3016.7,2432.9
2024-07-03T20:00+02:00,2294.2,1776.8
2024-07-03T20:15+02:00,1641.9,1234.9
2024-07-03T20:30+02:00,1113.8,770
2024-07-03T20:45+02:00,688.6,398.9
2024-07-03T21:00+02:00,357.7,178.4
2024-07-03T21:15+02:00,137.8,84.2
2024-07-03T21:30+02:00,38.3,39.8
2024-07-03T21:45+02:00,9,22.6
2024-07-03T22:00+02:00,9.4,0.8
2024-07-03T22:15+02:00,7.7,0
2024-07-03T22:30+02:00,7.2,0
2024-07-03T22:45+02:00,9.4,0
2024-07-03T23:00+02:00,11.2,0
2024-07-03T23:15+02:00,9.3,0
2024-07-03T23:30+02:00,7,0
2024-07-03T23:45+02:00,6.9,0
2024-07-04T00:00+02:00,7.5,0
2024-07-04T00:15+02:00,7.1,0
2024-07-04T00:30+02:00,2.8,0
2024-07-04T00:45+02:00,1.6,0
2024-07-04T01:00+02:00,2.3,0
2024-07-04T01:15+02:00,1.9,0
2024-07-04T01:30+02:00,1.9,0
2024-07-04T01:45+02:00,1.8,0
2024-07-04T02:00+02:00,2.4,0
2024-07-04T02:15+02:00,2.2,0
2024-07-04T02:30+02:00,1.6,0
2024-07-04T02:45+02:00,1.6,0
2024-07-04T03:00+02:00,2.1,0
2024-07-04T03:15+02:00,1.7,0
2024-07-04T03:30+02:00,1.5,0
2024-07-04T03:45+02:00,1.5,0
2024-07-04T04:00+02:00,1.5,0
2024-07-04T04:15+02:00,1.5,0
2024-07-04T04:30+02:00,4.5,0
2024-07-04T04:45+02:00,9.8,1.8
2024-07-04T05:00+02:00,56.6,32.8
2024-07-04T05:15+02:00,145.2,91
2024-07-04T05:30+02:00,274.2,205.7
2024-07-04T05:45+02:00,536,435.4
2024-07-04T06:00+02:00,948.3,869.1
2024-07-04T06:15+02:00,1478.8,1561.5
2024-07-04T06:30+02:00,2109.5,2419.2
2024-07-04T06:45+02:00,2818.2,3331.6
2024-07-04T07:00+02:00,3629.1,4411.9
2024-07-04T07:15+02:00,4494.2,5576.3
2024-07-04T07:30+02:00,5401.2,6824.2
2024-07-04T07:45+02:00,6449.3,8114
2024-07-04T08:00+02:00,7560.6,9322.5
2024-07-04T08:15+02:00,8787.7,10625.5
2024-07-04T08:30+02:00,10040.4,11957.1
2024-07-04T08:45+02:00,11359.8,13291.2
2024-07-04T09:00+02:00,12842.7,14639.7
2024-07-04T09:15+02:00,14303.7,15997.7
2024-07-04T09:30+02:00,15891.9,17351.2
2024-07-04T09:45+02:00,17363.2,18642.2
2024-07-04T10:00+02:00,18689.3,19793.4
2024-07-04T10:15+02:00,19969.7,20893.8
2024-07-04T10:30+02:00,20869.7,21875.2
2024-07-04T10:45+02:00,21680,22760.2
2024-07-04T11:00+02:00,22582,23433.7
2024-07-04T11:15+02:00,23171.2,24174.4
2024-07-04T11:30+02:00,23670.3,24889.9
2024-07-04T11:45+02:00,23960.9,25584.9
2024-07-04T12:00+02:00,24259.6,26348.6
2024-07-04T12:15+02:00,24481.7,27086
2024-07-04T12:30+02:00,24717.2,27774.6
2024-07-04T12:45+02:00,25276.2,28370.7
2024-07-04T13:00+02:00,25669.9,28814.2
2024-07-04T13:15+02:00,25649.6,29298.7
2024-07-04T13:30+02:00,26167.7,29696.4
2024-07-04T13:45+02:00,26286,29960.4
2024-07-04T14:00+02:00,26916.9,30222.1
2024-07-04T14:15+02:00,27352.9,30226.2
2024-07-04T14:30+02:00,27562.1,30108.4
2024-07-04T14:45+02:00,27608.2,29871.4
2024-07-04T15:00+02:00,27702.7,29535.3
2024-07-04T15:15+02:00,27607.5,29037.9
2024-07-04T15:30+02:00,27090.6,28442
2024-07-04T15:45+02:00,26186.7,27744.3
2024-07-04T16:00+02:00,25407.7,26996.6
2024-07-04T16:15+02:00,24783,26122
2024-07-04T16:30+02:00,23298.9,25126.9
2024-07-04T16:45+02:00,22057.9,23981
2024-07-04T17:00+02:00,20970.4,22759.2
2024-07-04T17:15+02:00,19872.1,21289.3
2024-07-04T17:30+02:00,18520.2,19704
2024-07-04T17:45+02:00,17166.7,18029.9
2024-07-04T18:00+02:00,15817.4,16303.5
2024-07-04T18:15+02:00,14177.2,14489.1
2024-07-04T18:30+02:00,12442.3,12633.3
2024-07-04T18:45+02:00,10679.1,10823.6
2024-07-04T19:00+02:00,8950.5,9104.9
2024-07-04T19:15+02:00,7437,7518.7
2024-07-04T19:30+02:00,5974.8,6050.6
2024-07-04T19:45+02:00,4725,4746.1
2024-07-04T20:00+02:00,3628.4,3559.4
2024-07-04T20:15+02:00,2641.8,2406.5
2024-07-04T20:30+02:00,1762.3,1399.5
2024-07-04T20:45+02:00,1054.6,601
2024-07-04T21:00+02:00,536.3,217.2
2024-07-04T21:15+02:00,197.2,123.1
2024-07-04T21:30+02:00,48.9,56.2
2024-07-04T21:45+02:00,10.1,24
2024-07-04T22:00+02:00,7.7,9.8
2024-07-04T22:15+02:00,6.8,0
2024-07-04T22:30+02:00,2.4,0
2024-07-04T22:45+02:00,1.9,0
2024-07-04T23:00+02:00,2.1,0
2024-07-04T23:15+02:00,1.7,0
2024-07-04T23:30+02:00,2.8,0
2024-07-04T23:45+02:00,1.6,0
2024-07-05T00:00+02:00,1.6,0
2024-07-05T00:15+02:00,1.6,0
2024-07-05T00:30+02:00,1.7,0
2024-07-05T00:45+02:00,1.7,0
2024-07-05T01:00+02:00,2.3,0
2024-07-05T01:15+02:00,1.9,0
2024-07-05T01:30+02:00,2,0
2024-07-05T01:45+02:00,1.9,0
2024-07-05T02:00+02:00,2.1,0
2024-07-05T02:15+02:00,3.3,0
2024-07-05T02:30+02:00,3.2,0
2024-07-05T02:45+02:00,2.8,0
2024-07-05T03:00+02:00,2.9,0
2024-07-05T03:15+02:00,1.9,0
2024-07-05T03:30+02:00,1.6,0
2024-07-05T03:45+02:00,1.6,0
2024-07-05T04:00+02:00,1.7,0
2024-07-05T04:15+02:00,1.8,0
2024-07-05T04:30+02:00,6,0
2024-07-05T04:45+02:00,11.8,1.6
2024-07-05T05:00+02:00,65,41.6
2024-07-05T05:15+02:00,202.6,157.9
2024-07-05T05:30+02:00,427.5,382.3
2024-07-05T05:45+02:00,885.9,776.1
2024-07-05T06:00+02:00,1520.1,1457.3
2024-07-05T06:15+02:00,2342.2,2468.9
2024-07-05T06:30+02:00,3376.3,3712.4
2024-07-05T06:45+02:00,4599.4,5125.6
2024-07-05T07:00+02:00,6024.2,6718.9
2024-07-05T07:15+02:00,7623,8521.6
2024-07-05T07:30+02:00,9348.3,10486.8
2024-07-05T07:45+02:00,11285.7,12575
2024-07-05T08:00+02:00,13440.1,14740.1
2024-07-05T08:15+02:00,15698.3,17060.3
2024-07-05T08:30+02:00,18040.7,19422.8
2024-07-05T08:45+02:00,20381.2,21702.6
2024-07-05T09:00+02:00,22628.8,23817.9
2024-07-05T09:15+02:00,24481.4,25815.1
2024-07-05T09:30+02:00,26039.9,27643.9
2024-07-05T09:45+02:00,27644.2,29228
2024-07-05T10:00+02:00,29178.2,30545.6
2024-07-05T10:15+02:00,30213.1,31612
2024-07-05T10:30+02:00,31385.1,32439
2024-07-05T10:45+02:00,32201.7,33071.7
2024-07-05T11:00+02:00,32872.4,33489.9
2024-07-05T11:15+02:00,33572.9,33843.1
2024-07-05T11:30+02:00,33871.9,34152
2024-07-05T11:45+02:00,33945.6,34424.5
2024-07-05T12:00+02:00,33764.6,34644.8
2024-07-05T12:15+02:00,33931.4,34811.8
2024-07-05T12:30+02:00,33953.6,34875.7
2024-07-05T12:45+02:00,33891.4,34845.3
2024-07-05T13:00+02:00,33586,34674.5
2024-07-05T13:15+02:00,33443.3,34342.4
2024-07-05T13:30+02:00,32639.7,33872
2024-07-05T13:45+02:00,32204,33330.7
2024-07-05T14:00+02:00,31606.9,32765.7
2024-07-05T14:15+02:00,31211.7,32228.2
2024-07-05T14:30+02:00,30623.2,31632.4
2024-07-05T14:45+02:00,30080.6,30929.5
2024-07-05T15:00+02:00,29410.1,30112.9
2024-07-05T15:15+02:00,28511.9,29173.5
2024-07-05T15:30+02:00,27479.5,28123.2
2024-07-05T15:45+02:00,26449,26977
2024-07-05T16:00+02:00,25654.8,25783.3
2024-07-05T16:15+02:00,24082.1,24553.9
2024-07-05T16:30+02:00,22666,23237
2024-07-05T16:45+02:00,21388,21822
2024-07-05T17:00+02:00,19825.3,20288.4
2024-07-05T17:15+02:00,18190.2,18671.7
2024-07-05T17:30+02:00,16659.6,16987.8
2024-07-05T17:45+02:00,15035.5,15297.7
2024-07-05T18:00+02:00,13517.4,13640.1
2024-07-05T18:15+02:00,12055.4,12002.1
2024-07-05T18:30+02:00,10467.5,10404.2
2024-07-05T18:45+02:00,9025,8893.2
2024-07-05T19:00+02:00,7686.7,7489.4
2024-07-05T19:15+02:00,6422.6,6179.9
2024-07-05T19:30+02:00,5209.4,4986.9
2024-07-05T19:45+02:00,4122.4,3928.6
2024-07-05T20:00+02:00,3177.8,2953.9
2024-07-05T20:15+02:00,2280.4,2009.1
2024-07-05T20:30+02:00,1518.3,1188.1
2024-07-05T20:45+02:00,879,541.1
2024-07-05T21:00+02:00,405.9,212
2024-07-05T21:15+02:00,124,106.6
2024-07-05T21:30+02:00,29.3,52.3
2024-07-05T21:45+02:00,5.3,30.5
2024-07-05T22:00+02:00,15.9,4.8
2024-07-05T22:15+02:00,10.7,0
2024-07-05T22:30+02:00,14,0
2024-07-05T22:45+02:00,10.4,0
2024-07-05T23:00+02:00,10.2,0
2024-07-05T23:15+02:00,5.5,0
2024-07-05T23:30+02:00,2.8,0
2024-07-05T23:45+02:00,2.4,0
2024-07-06T00:00+02:00,5.2,0
2024-07-06T00:15+02:00,2.6,0
2024-07-06T00:30+02:00,2.5,0
2024-07-06T00:45+02:00,2.5,0
2024-07-06T01:00+02:00,2.4,0
2024-07-06T01:15+02:00,2.4,0
2024-07-06T01:30+02:00,2.6,0
2024-07-06T01:45+02:00,2.3,0
2024-07-06T02:00+02:00,5,0
2024-07-06T02:15+02:00,3.2,0
2024-07-06T02:30+02:00,2.4,0
2024-07-06T02:45+02:00,1.7,0
2024-07-06T03:00+02:00,3.8,0
2024-07-06T03:15+02:00,1.7,0
2024-07-06T03:30+02:00,1.7,0
2024-07-06T03:45+02:00,1.6,0
2024-07-06T04:00+02:00,4,0
2024-07-06T04:15+02:00,1.9,0
2024-07-06T04:30+02:00,3.5,0
2024-07-06T04:45+02:00,9.6,7
2024-07-06T05:00+02:00,65.2,41.9
2024-07-06T05:15+02:00,207.1,144.4
2024-07-06T05:30+02:00,459.3,347
2024-07-06T05:45+02:00,970.1,722.8
2024-07-06T06:00+02:00,1702.7,1374.1
2024-07-06T06:15+02:00,2625.1,2330.3
2024-07-06T06:30+02:00,3799.8,3499.9
2024-07-06T06:45+02:00,5261.5,4885.1
2024-07-06T07:00+02:00,6975.7,6491
2024-07-06T07:15+02:00,8913.4,8352.5
2024-07-06T07:30+02:00,10943.2,10408.5
2024-07-06T07:45+02:00,13176.4,12583.8
2024-07-06T08:00+02:00,15579.8,14832.6
2024-07-06T08:15+02:00,18111,17167.8
2024-07-06T08:30+02:00,20472.3,19556.3
2024-07-06T08:45+02:00,22798.3,21919.6
2024-07-06T09:00+02:00,24864.3,24248.1
2024-07-06T09:15+02:00,26809.7,26574.2
2024-07-06T09:30+02:00,28831.2,28785.1
2024-07-06T09:45+02:00,30614.7,30753.9
2024-07-06T10:00+02:00,31832.1,32416.7
2024-07-06T10:15+02:00,32652.6,33825.4
2024-07-06T10:30+02:00,33286.4,34936.5
2024-07-06T10:45+02:00,33774.5,35804.9
2024-07-06T11:00+02:00,34066.8,36291.7
2024-07-06T11:15+02:00,34161.4,36676.2
2024-07-06T11:30+02:00,33890.1,36784.3
2024-07-06T11:45+02:00,33500.1,36698.3
2024-07-06T12:00+02:00,33042.3,36459.9
2024-07-06T12:15+02:00,32607,36132.4
2024-07-06T12:30+02:00,32374.2,35638.3
2024-07-06T12:45+02:00,31584.2,34996.1
2024-07-06T13:00+02:00,30577.6,34215.1
2024-07-06T13:15+02:00,29766.2,33290.1
2024-07-06T13:30+02:00,28946.7,32255
2024-07-06T13:45+02:00,27917,31140.8
2024-07-06T14:00+02:00,27065.2,29881.8
2024-07-06T14:15+02:00,26333.4,28756.2
2024-07-06T14:30+02:00,25266.5,27617.5
2024-07-06T14:45+02:00,24143.5,26451.8
2024-07-06T15:00+02:00,23307.5,25236.5
2024-07-06T15:15+02:00,22156,24023.2
2024-07-06T15:30+02:00,20782.5,22775.3
2024-07-06T15:45+02:00,19318.3,21511.2
2024-07-06T16:00+02:00,17866.2,20200
2024-07-06T16:15+02:00,16434.3,18962.5
2024-07-06T16:30+02:00,14968.4,17723.5
2024-07-06T16:45+02:00,13699.8,16461.1
2024-07-06T17:00+02:00,12462.5,15189.1
2024-07-06T17:15+02:00,11299.5,13862.1
2024-07-06T17:30+02:00,10253.5,12548.4
2024-07-06T17:45+02:00,9209,11288.7
2024-07-06T18:00+02:00,8279.8,10084.5
2024-07-06T18:15+02:00,7500.8,8918
2024-07-06T18:30+02:00,6858.3,7797.4
2024-07-06T18:45+02:00,6264.5,6729.1
2024-07-06T19:00+02:00,5588.4,5684.8
2024-07-06T19:15+02:00,4894.7,4655.9
2024-07-06T19:30+02:00,4074,3682.5
2024-07-06T19:45+02:00,3277.2,2822.6
2024-07-06T20:00+02:00,2567.7,2095.8
2024-07-06T20:15+02:00,1889.5,1453.9
2024-07-06T20:30+02:00,1281.7,898.9
2024-07-06T20:45+02:00,796.6,455.6
2024-07-06T21:00+02:00,439.4,208.5
2024-07-06T21:15+02:00,195.8,100.9
2024-07-06T21:30+02:00,63.8,34.6
2024-07-06T21:45+02:00,10.2,7.7
2024-07-06T22:00+02:00,3,2.5
2024-07-06T22:15+02:00,2.4,0
2024-07-06T22:30+02:00,2,0
2024-07-06T22:45+02:00,1.9,0
2024-07-06T23:00+02:00,2,0
2024-07-06T23:15+02:00,2.1,0
2024-07-06T23:30+02:00,2.2,0
2024-07-06T23:45+02:00,2.1,0
2024-07-07T00:00+02:00,8.3,0
2024-07-07T00:15+02:00,5.1,0
2024-07-07T00:30+02:00,2,0
2024-07-07T00:45+02:00,1.8,0
2024-07-07T01:00+02:00,1.9,0
2024-07-07T01:15+02:00,1.9,0
2024-07-07T01:30+02:00,1.9,0
2024-07-07T01:45+02:00,2,0
2024-07-07T02:00+02:00,2,0
2024-07-07T02:15+02:00,2.1,0
2024-07-07T02:30+02:00,2,0
2024-07-07T02:45+02:00,2,0
2024-07-07T03:00+02:00,2,0
2024-07-07T03:15+02:00,2.2,0
2024-07-07T03:30+02:00,1.9,0
2024-07-07T03:45+02:00,1.8,0
2024-07-07T04:00+02:00,1.9,0
2024-07-07T04:15+02:00,1.9,0
2024-07-07T04:30+02:00,3.9,0
2024-07-07T04:45+02:00,13.3,0
2024-07-07T05:00+02:00,55.7,29.3
2024-07-07T05:15+02:00,174.1,115.5
2024-07-07T05:30+02:00,385.6,299.4
